rule_id,run,generation_line,generation,relative_path,rule_index,categories,rule_text,classification_reason
00117,5 generationLine3,direct,5,5 generationLine3\5\knowledgebase.txt,3,Spatial Coordination & Architecture|Self Preservation,Melee only closest zombie <5 blocks if <3 zombies total nearby; retreat if 3+ zombies.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00118,5 generationLine3,direct,5,5 generationLine3\5\knowledgebase.txt,4,Spatial Coordination & Architecture,Place oak planks to build shelter if 3+ zombies nearby.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
00119,5 generationLine3,direct,5,5 generationLine3\5\knowledgebase.txt,5,Self Preservation,Eat bread until full immediately after damage or health <14.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00120,5 generationLine3,direct,5,5 generationLine3\5\knowledgebase.txt,6,Communication|Spatial Coordination & Architecture|Self Preservation,"If health <12, teammate health <14, or 3+ zombies, eat bread until full, send retreat message to safe coord (-20, 0, -10), move there; do not attack.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00121,5 generationLine3,direct,5,5 generationLine3\5\knowledgebase.txt,7,Communication|Self Preservation,"Send message to teammates on damage taken, health <14, or 3+ zombies nearby.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00122,5 generationLine3,direct,5,5 generationLine3\5\knowledgebase.txt,8,Spatial Coordination & Architecture|Self Preservation,"Move to safe spots (negative coords) when low health (<14), retreating, or no threats.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00123,5 generationLine3,direct,5,5 generationLine3\5\knowledgebase.txt,9,Mutualism|Self Preservation,"Avoid attacking out-of-range, unequipped, low health (<14), swarmed (3+ zombies), or while moving to safe.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00124,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,1,Communication|Self Preservation,"Immediately equip stone sword in hand and leather tunic on torso upon pickup. Send ""Equipped and ready."" to teammates.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00125,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,2,Communication|Self Preservation,Eat bread until full as FIRST action immediately after any damage or health <14. Then send message with health and situation.,"explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00126,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,3,Communication|Self Preservation,"Send message to teammates on damage (health X), health <14, 3+ zombies (count and distances), or teammate low health.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00127,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,4,Communication|Mutualism|Self Preservation,"Proactively coordinate: send ""Focusing zombie [ID]!"" then all melee same closest zombie <5 blocks if <3 total zombies nearby, health >=14, equipped/sheltered.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00128,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,5,Self Preservation,"Bow only zombies >12 blocks if no threats <8 blocks, health >=14.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00129,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,6,Communication|Spatial Coordination & Architecture|Self Preservation,"If 3+ zombies nearby: send ""3+ zombies! Building shelter."", FIRST place oak planks to build shelter, eat if needed, do not melee or retreat unless low health.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00130,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,7,Self Preservation,"Melee/bow only if <3 zombies, health >=14, equipped, sheltered if swarmed before, not moving.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00131,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,8,Communication|Spatial Coordination & Architecture|Self Preservation,"If health <12 or teammate health <14: eat bread until full, send ""Low health [X]. Retreating to (-20, 0, -10)."", move there; do not attack or build.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00132,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,9,Spatial Coordination & Architecture|Self Preservation,"Move to safe spot (-20, 0, -10) when low health (<14), retreating confirmed, or no threats.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00133,5 generationLine3,direct,6,5 generationLine3\6\knowledgebase.txt,10,Mutualism|Self Preservation,"Avoid attacking out-of-range, unequipped, low health (<14), 3+ zombies, moving, or uncoordinated.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00134,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,1,Communication|Self Preservation,"Immediately equip stone_sword (main hand) and leather_chestplate (torso) upon pickup. Send ""Equipped and ready."" to teammates.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00135,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,2,Communication|Self Preservation,"Eat bread until full as FIRST action after ANY damage or health <16. Then send ""Health [X]. [Situation].""","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00136,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,3,Communication|Spatial Coordination & Architecture|Self Preservation,"If health <14 or teammate <14: eat until full, send ""Low health [X]. Retreating to (-20, 0, -10)."", move to (-20, 0, -10); do NOTHING else.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00137,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,4,Communication|Self Preservation,"Send message to teammates on damage (health [X]), health <16, 3+ zombies ([count] at [dists]), teammate low health.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00138,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,5,Communication|Mutualism|Self Preservation,"Proactively coordinate: if <3 zombies all <5 blocks, health >=16, equipped/safe/not moving, send ""Focusing zombie [closest ID]!"", melee ONLY that ID.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00139,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,6,Self Preservation,"Bow only single zombie >12 blocks, no threats <8 blocks, health >=16.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00140,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,7,Communication|Spatial Coordination & Architecture|Self Preservation,"If 3+ zombies: send ""3+ zombies! All retreat to (-20, 0, -10)!"", move to (-20, 0, -10), eat if damaged; do not attack or build.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00141,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,8,Self Preservation,"Melee only coordinated single zombie, health >=16, equipped, safe/sheltered, not moving.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00142,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,9,Spatial Coordination & Architecture|Self Preservation,"If no threats, health >=16: move to safe spot (-20, 0, -10).","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00143,5 generationLine3,direct,7,5 generationLine3\7\knowledgebase.txt,10,Communication|Self Preservation,"Avoid attacking multiple zombies/without message, unequipped, health <16, 3+ zombies, moving, uncoordinated, or while retreating.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
